email,household_type,footage,heating_temp,cooling_temp,postal_code,utilities
salbares@donware.com,apartment,436,71,,20886,
samigon@labdrill.com,condominium,1035,,74,76958,"electric,gas"
sandreason@goodsilron.com,mobile home,294,73,73,3106,"electric,gas"
sandreason@scotfind.com,mobile home,448,75,73,98082,gas
sangalich@faxquote.com,house,793,70,73,1438,fuel oil
sangalich@stanredtax.com,mobile home,301,77,73,97272,electric
sasar@codehow.com,condominium,942,69,74,83223,"electric,gas"
sauber@ontomedia.com,condominium,1368,73,73,92314,
sauffrey@xx-holding.com,house,158,71,75,65634,
sbachman@xx-holding.com,townhome,953,72,71,18245,
sbarfield@kan-code.com,apartment,889,72,,61943,fuel oil
sbennick@lexiqvolax.com,house,813,,72,51343,"electric,gas,fuel oil"
sberganza@betatech.com,apartment,747,,,97042,electric
sberganza@donquadtech.com,apartment,1583,76,72,32092,"electric,gas"
sberlanga@rangreen.com,house,1249,73,75,66543,"electric,steam"
sberlanga@rantouch.com,house,1185,,,99561,gas
sberray@zotware.com,house,629,68,,16743,
sbevelacqua@konmatfix.com,apartment,1773,67,73,13691,gas
sbirkner@toughzap.com,house,1264,72,75,50587,gas
sblackwood@stanredtax.com,townhome,104,75,,83114,electric
sblunk@ganjaflex.com,apartment,1366,76,75,51467,gas
sbolognia@sunnamplex.com,townhome,1101,71,76,18109,electric
sbookamer@doncon.com,townhome,859,71,,785,
sbookamer@green-plus.com,apartment,952,78,74,57015,
sboord@doncon.com,apartment,1062,65,,4854,electric
sboulter@finhigh.com,mobile home,486,77,75,44135,electric
sbourbon@fasehatice.com,townhome,645,73,73,16925,electric
sbowley@donware.com,condominium,1331,76,76,13668,"gas,fuel oil"
sbreland@newex.com,condominium,1359,66,74,27820,"electric,gas,steam"
sbriddick@condax.com,house,259,72,,35615,
sbrucato@opentech.com,apartment,638,76,,77375,electric
sbruschke@toughzap.com,house,1740,70,72,54311,gas
sbubash@toughzap.com,house,612,70,,63860,
sbuemi@dalttechnology.com,apartment,478,69,75,61858,gas
scaldarera@treequote.com,house,2851,69,73,19547,
scanlas@warephase.com,condominium,744,71,,13141,
scartan@streethex.com,apartment,369,68,,8804,"electric,gas"
scartan@treequote.com,house,1010,69,73,77481,electric
scentini@ron-tech.com,apartment,1001,73,73,17090,"electric,gas"
schaffins@golddex.com,house,1614,,,73301,electric
schaffins@xx-holding.com,house,261,75,73,33417,gas
schesterfield@zencorporation.com,apartment,403,69,,6468,gas
scloney@konmatfix.com,house,1410,71,71,3837,
scolaizzo@dambase.com,house,916,,73,79008,"electric,gas"
scomnick@zencorporation.com,apartment,1017,70,72,77065,"electric,gas"
scookey@stanredtax.com,apartment,468,74,69,27355,"electric,gas,steam"
scork@j-texon.com,apartment,435,72,74,99790,gas
scorrington@donware.com,house,2483,69,,49895,
scorrington@goodsilron.com,apartment,864,,75,66220,electric
sdegonia@yearin.com,house,787,67,71,34428,gas
sdegroot@hatfan.com,house,1796,73,74,50361,"electric,gas"
sdeleo@betasoloin.com,house,911,72,75,72417,"electric,gas"
sdeleo@streethex.com,house,1466,70,,58540,"electric,gas"
sdeleo@xx-zobam.com,townhome,87,71,68,27613,"electric,gas"
sdemesa@dalttechnology.com,house,1599,75,,53069,electric
sdevreese@streethex.com,townhome,2648,70,76,33037,"electric,gas"
sdewar@sonron.com,house,877,72,72,43125,gas
sdhamer@fasehatice.com,house,145,69,72,62663,
sdiestel@funholding.com,condominium,1060,72,70,544,"electric,gas"
sdilello@bioplex.com,apartment,529,,72,78752,
sdopico@conecom.com,house,565,75,,12031,"electric,gas,fuel oil"
sdopico@faxquote.com,apartment,805,,,27889,gas
sdorshorst@betasoloin.com,townhome,795,70,76,53581,
sdrymon@j-texon.com,house,747,72,70,11795,gas
sduenas@cancity.com,house,1524,67,,27866,electric
sduenas@plussunin.com,house,1918,76,,1059,
sehmann@labdrill.com,apartment,1463,72,75,33146,
sehmann@treequote.com,apartment,530,69,69,73009,electric
semigh@finjob.com,condominium,1396,72,,45695,electric
sengelberg@rundofase.com,apartment,1528,70,68,23307,"steam,fuel oil"
sengelberg@sunnamplex.com,house,1614,76,74,36345,
sfallick@warephase.com,mobile home,401,75,69,76261,fuel oil
sfarrar@newex.com,condominium,797,70,72,24535,gas
sfelger@fasehatice.com,house,1720,76,72,49448,electric
sfelger@plusstrip.com,house,1346,75,76,14647,"electric,gas"
sferencz@isdom.com,condominium,959,68,,97131,gas
sferrario@dalttechnology.com,house,809,,,76004,gas
sferrario@inity.com,apartment,380,71,70,49027,gas
sfillingim@finjob.com,townhome,1208,72,,59926,electric
sflosi@goodsilron.com,townhome,1990,72,,13367,
sfrankel@fasehatice.com,townhome,2251,73,74,79401,
sfrey@openlane.com,townhome,734,69,,66115,
sfritz@scotfind.com,apartment,920,73,69,50528,electric
sfunnell@newex.com,house,1839,64,74,84201,
sgarufi@rundofase.com,apartment,392,76,,70660,"electric,gas"
sgehrett@dontechi.com,mobile home,510,70,73,92049,
sgellinger@ganjaflex.com,townhome,977,65,72,53215,gas
sgellinger@rundofase.com,house,1452,,73,90711,
sgesick@kinnamplus.com,townhome,1375,71,71,63437,gas
sgibes@rantouch.com,apartment,1709,66,,73521,electric
sgillian@silis.com,house,2102,75,,64081,"electric,gas"
sgleich@doncon.com,mobile home,336,73,74,34228,electric
sgleich@zoomit.com,apartment,164,73,73,61345,"electric,gas"
sgochal@goodsilron.com,townhome,591,68,73,78076,gas
sgoldammer@j-texon.com,house,1595,72,76,20757,gas
sgoldammer@silis.com,house,3409,,72,32080,
sgrenet@sonron.com,house,1709,73,75,20526,"electric,gas,fuel oil"
shalter@groovestreet.com,house,2300,,72,80139,electric
shalter@zathunicon.com,house,1282,68,74,53597,
shamilton@conecom.com,apartment,1062,77,68,41858,gas
sharoldson@sonron.com,townhome,976,74,72,28530,gas
sharoldson@yearin.com,apartment,991,68,73,31729,electric
sharoldson@zoomit.com,apartment,382,73,72,75205,
shauenstein@scotfind.com,house,3349,69,70,33935,"electric,gas"
shengel@konex.com,condominium,749,74,73,39635,gas
shidvegi@yearin.com,house,103,70,74,74013,electric
shirpara@betatech.com,house,2027,71,69,68128,
shirpara@cancity.com,apartment,1080,76,71,51027,electric
shochard@ganjaflex.com,townhome,1433,71,,37810,gas
shoogland@scottech.com,mobile home,531,,,27107,steam
shoopengardner@doncon.com,townhome,134,74,,56647,gas
shughey@zotware.com,house,110,,73,12301,electric
shusser@streethex.com,apartment,408,76,,738,electric
sinouye@golddex.com,house,775,74,,49876,"electric,gas,steam"
sisaacs@betatech.com,apartment,989,74,72,79910,gas
sjacobos@nam-zim.com,mobile home,327,76,,44430,"gas,fuel oil"
sjayson@ron-tech.com,townhome,646,70,73,7198,"electric,steam"
sjeanty@scotfind.com,townhome,1855,,,15331,
sjeanty@sonron.com,apartment,413,70,74,41759,"electric,gas"
sjulia@openlane.com,apartment,2434,75,73,80465,
sjurney@cancity.com,house,1228,,75,20393,gas
sjuvera@year-job.com,house,624,72,76,83719,
skaniecki@xx-zobam.com,house,2168,65,73,48215,gas
skarpin@konmatfix.com,apartment,674,71,,15213,steam
skeetch@scotfind.com,apartment,381,74,76,75364,"electric,steam"
skiel@sumace.com,townhome,1637,74,75,45298,gas
skiel@zoomit.com,house,1229,,,99549,
skines@donquadtech.com,townhome,2154,77,75,1866,gas
skines@plussunin.com,mobile home,108,71,75,61725,fuel oil
skitzman@fasehatice.com,condominium,1078,,70,74931,
skitzman@finhigh.com,house,143,69,72,4672,
sklang@conecom.com,townhome,1742,,73,75082,"electric,gas"
sklimek@golddex.com,apartment,1087,67,71,27949,fuel oil
skolmetz@rangreen.com,townhome,1284,73,74,15437,gas
skorando@codehow.com,apartment,862,76,72,5253,"gas,fuel oil"
skownacki@hatfan.com,apartment,334,,,28651,electric
slatzke@mathtouch.com,apartment,581,72,71,31751,electric
sleinenbach@plussunin.com,apartment,982,71,75,29378,gas
sleto@fasehatice.com,townhome,113,72,69,72303,electric
slinahan@toughzap.com,house,1767,72,,4273,
slindall@rundofase.com,townhome,659,67,73,35131,steam
slipke@silis.com,house,1684,70,72,75487,electric
sliukko@stanredtax.com,apartment,452,76,74,25908,
sloder@kan-code.com,apartment,755,72,,61202,
slorens@openlane.com,house,2009,73,,20733,gas
slouissant@lexiqvolax.com,house,2348,70,76,65321,"electric,gas"
sluczki@cancity.com,mobile home,461,74,75,3031,"electric,steam,fuel oil"
sluczki@codehow.com,apartment,1940,72,,20124,electric
slukasik@dontechi.com,condominium,844,66,72,33065,electric
slukasik@finjob.com,house,715,68,75,85012,
slungren@nam-zim.com,townhome,115,71,,37096,
slungren@ron-tech.com,apartment,68,73,75,87746,electric
smaclead@j-texon.com,house,204,76,76,92055,fuel oil
smaclead@plusstrip.com,mobile home,129,74,,63375,"electric,gas"
smai@newex.com,condominium,498,75,74,79013,electric
smaile@inity.com,apartment,834,71,73,33247,"electric,gas,fuel oil"
smaisto@sonron.com,apartment,1642,68,,20508,"electric,gas,fuel oil"
smalet@golddex.com,condominium,2565,73,72,62028,electric
smanno@blackzim.com,townhome,838,67,,68847,electric
smanno@sonron.com,townhome,1620,,72,16946,
smastella@condax.com,house,1860,69,,93642,"electric,gas,steam"
smauson@funholding.com,townhome,731,72,72,90631,
smauson@opentech.com,apartment,533,65,,30701,steam
smaynerich@newex.com,apartment,1299,,74,63774,electric
smcnease@inity.com,mobile home,252,69,68,66838,gas
smconnell@openlane.com,apartment,568,64,76,17527,electric
smcrae@konex.com,house,1541,75,,93670,gas
smcrae@labdrill.com,townhome,1816,72,72,52588,electric
smeinerding@domzoom.com,condominium,1012,67,73,27707,gas
smelnyk@green-plus.com,condominium,1001,72,75,30428,gas
smelnyk@isdom.com,house,635,69,,68728,electric
smelnyk@konmatfix.com,apartment,1131,71,73,56178,"steam,fuel oil"
smerced@plusstrip.com,condominium,225,73,72,33308,"electric,gas,steam"
smiro@konex.com,apartment,1447,75,70,14879,
smonarrez@blackzim.com,mobile home,243,,74,77081,gas
smonarrez@rantouch.com,townhome,1863,71,74,64834,
smonterrubio@ganjaflex.com,condominium,850,69,,99553,"electric,gas,fuel oil"
smorocco@isdom.com,house,545,76,70,15705,
smotley@newex.com,house,1658,71,,62325,electric
smulqueen@lexiqvolax.com,condominium,861,70,69,35277,fuel oil
smunns@betatech.com,townhome,1149,68,74,45820,electric
smyricks@donware.com,house,547,71,72,74825,"electric,gas"
smyricks@ganjaflex.com,apartment,346,73,73,41472,electric
snayar@plussunin.com,apartment,761,75,72,41010,fuel oil
snicka@bioholding.com,condominium,1530,71,,46534,
snicka@doncon.com,mobile home,494,75,74,82442,"electric,gas"
snicka@sunnamplex.com,house,57,73,73,77988,
snicolozakes@plussunin.com,house,1050,69,71,2802,"electric,gas,steam"
snunlee@fasehatice.com,house,1502,,75,8019,
sogg@donware.com,apartment,2433,70,72,51238,electric
sohms@betatech.com,condominium,701,74,,99652,steam
sonofrio@kinnamplus.com,townhome,1182,66,73,77431,electric
spapasergi@statholdings.com,apartment,1104,,72,98373,gas
sparlato@streethex.com,townhome,343,73,73,88022,gas
sparlato@zumgoity.com,house,1148,72,76,34154,fuel oil
spawlowicz@dambase.com,house,913,73,72,96815,gas
spedrozo@conecom.com,apartment,903,68,71,85301,"gas,steam"
sperigo@goodsilron.com,mobile home,70,,70,62438,
sperin@scottech.com,house,1085,73,75,81222,steam
sperin@silis.com,apartment,1277,68,75,20627,fuel oil
sperruzza@kinnamplus.com,apartment,1513,74,74,48040,steam
spolidori@konex.com,apartment,933,76,73,77215,electric
spolidori@year-job.com,house,1173,74,,8609,"electric,gas"
spolidori@zathunicon.com,apartment,963,72,69,15828,fuel oil
spontoriero@konex.com,apartment,2010,64,,53546,
spoquette@funholding.com,apartment,3589,73,74,36115,"electric,gas"
spoquette@green-plus.com,townhome,450,,76,58431,steam
spoullion@fasehatice.com,townhome,2097,,73,65305,
sragel@kinnamplus.com,house,1786,73,,64835,fuel oil
srauser@zathunicon.com,house,2019,,72,63373,"electric,fuel oil"
sreiber@green-plus.com,condominium,582,74,73,37069,electric
sreitler@bioholding.com,apartment,452,66,72,89125,"gas,fuel oil"
sreitler@green-plus.com,apartment,564,72,71,48611,gas
sreitler@openlane.com,house,1484,76,72,16858,gas
srentfro@fasehatice.com,apartment,861,70,73,57659,gas
srestrepo@bioplex.com,house,3433,65,69,44112,
srhymes@iselectrics.com,apartment,742,,,27853,gas
sriopelle@opentech.com,house,2028,67,74,62690,electric
srochin@kinnamplus.com,condominium,1567,72,,99621,electric
srodefer@faxquote.com,apartment,1194,74,68,45327,"gas,steam"
sruta@codehow.com,house,1263,71,73,56281,"electric,gas"
ssahagun@labdrill.com,apartment,584,75,72,93631,"electric,gas"
ssamu@plexzap.com,house,1061,70,72,22989,"electric,gas"
ssaulter@sonron.com,condominium,1145,73,73,18064,electric
ssayaphon@rangreen.com,mobile home,400,72,,57567,electric
ssaylors@j-texon.com,apartment,865,72,71,3464,
sscheyer@rangreen.com,condominium,618,71,73,37950,fuel oil
sscheyer@stanredtax.com,condominium,1345,,75,29376,
sschieler@opentech.com,condominium,1165,75,,71999,
sschmaltz@inity.com,house,1400,68,71,71675,electric
sschmaltz@ron-tech.com,apartment,1944,75,74,29901,"electric,gas"
sschmaltz@xx-holding.com,mobile home,456,75,74,2081,gas
sschmaltz@zencorporation.com,house,1398,78,,56014,electric
sschmierer@zumgoity.com,house,82,,,91715,gas
sschnitzler@sonron.com,apartment,514,74,68,65080,
sseewald@isdom.com,apartment,1165,67,73,23603,gas
ssengbusch@yearin.com,house,2798,,,92014,gas
ssergi@toughzap.com,house,631,,,41265,"electric,gas"
sshadrick@dontechi.com,apartment,712,67,76,93775,electric
sshealy@konmatfix.com,house,2148,71,71,28631,electric
sshields@isdom.com,house,580,77,72,48221,gas
sshinko@iselectrics.com,townhome,718,69,,40748,"electric,fuel oil"
sshinko@plusstrip.com,townhome,584,73,73,32612,"electric,gas"
ssilvestrini@sonron.com,house,1267,75,71,68925,
ssimilton@betatech.com,apartment,1138,,74,55751,gas
ssimilton@conecom.com,house,2700,73,73,63740,
sskursky@gogozoom.com,apartment,1791,65,,40516,"electric,gas"
sskursky@openlane.com,house,1104,73,74,71254,electric
sslayton@opentech.com,townhome,1391,71,,28375,electric
sslusarski@bioholding.com,townhome,1376,,71,99517,
sslusarski@zumgoity.com,house,1310,73,72,85250,gas
sspringe@donware.com,apartment,2448,73,,39406,"electric,fuel oil"
sstem@rangreen.com,apartment,1301,,74,56654,
sstimmel@zathunicon.com,apartment,64,76,74,75029,"electric,fuel oil"
sstrassner@year-job.com,apartment,1452,,73,61701,"electric,gas,fuel oil"
sswayze@finhigh.com,condominium,1254,73,76,29920,"electric,gas"
ssweely@funholding.com,house,1624,77,,33711,"electric,gas"
stawil@rundofase.com,apartment,924,71,75,47246,"electric,gas,steam"
stegarden@rantouch.com,house,1194,,73,4033,electric
stegarden@warephase.com,apartment,493,70,71,92239,electric
stegarden@zoomit.com,townhome,610,73,,1536,electric
stillotson@doncon.com,apartment,1036,74,73,60436,gas
stimenez@dalttechnology.com,apartment,423,72,72,65787,
stjepkema@isdom.com,house,1951,76,,30071,"electric,fuel oil"
stomasulo@rundofase.com,townhome,1542,78,72,97458,gas
stromblay@scottech.com,house,272,68,72,28250,"electric,gas,steam"
sturinetti@sumace.com,townhome,2990,69,72,8828,
sturinetti@year-job.com,apartment,822,,73,44514,gas
suyetake@plussunin.com,townhome,3263,73,71,48767,"electric,gas"
svanausdal@xx-holding.com,mobile home,31,70,74,68764,"electric,gas"
svarriano@dontechi.com,house,2437,72,72,36353,
svillanueva@year-job.com,apartment,1056,69,74,4279,"electric,gas"
svocelka@zotware.com,condominium,1120,,74,76857,fuel oil
svonasek@isdom.com,condominium,536,72,71,2056,"electric,gas"
svonasek@plussunin.com,mobile home,436,71,73,34107,
sweglarz@nam-zim.com,house,1335,74,70,56386,"electric,gas"
sweight@rundofase.com,apartment,1302,75,75,43005,gas
swesterbeck@zencorporation.com,house,1886,72,75,91496,electric
swhobrey@zumgoity.com,townhome,697,70,74,58402,electric
swieser@rundofase.com,townhome,2066,77,70,80612,electric
swildfong@lexiqvolax.com,apartment,2937,73,73,41254,"electric,gas"
swolfgramm@openlane.com,condominium,1653,77,71,47470,gas
swolfgramm@opentech.com,apartment,928,70,69,43501,gas
swolny@gogozoom.com,house,1384,,,73755,"electric,gas"
sworlds@plussunin.com,condominium,2022,70,,29373,electric
syaw@stanredtax.com,apartment,836,,73,8885,electric
syaw@statholdings.com,townhome,1382,,,4776,electric
szurcher@stanredtax.com,townhome,1274,77,72,37015,"electric,gas"
tadkin@dambase.com,townhome,674,73,73,63359,gas
tadkin@year-job.com,house,2496,65,74,73859,gas
tagramonte@cancity.com,apartment,758,73,,54303,electric
tahle@rangreen.com,house,1061,75,73,40036,gas
tahle@rundofase.com,apartment,1127,,69,5702,
talbares@donquadtech.com,condominium,548,68,,3688,"electric,steam,fuel oil"
tandreason@fasehatice.com,apartment,443,70,69,3062,gas
tarceo@sumace.com,apartment,937,74,74,96727,electric
tarias@hatfan.com,apartment,62,75,,68420,"electric,steam"
tarias@zencorporation.com,house,1200,74,,19559,electric
tauber@statholdings.com,house,1535,71,,97112,electric
tauffrey@silis.com,mobile home,337,70,71,23508,"electric,gas"
tbaltimore@dambase.com,house,1547,73,74,97114,electric
tbatman@toughzap.com,townhome,598,71,68,15334,"gas,fuel oil"
tbennick@xx-holding.com,house,1465,70,73,32765,gas
tberganza@bioplex.com,house,3558,73,72,44615,
tberlanga@opentech.com,apartment,447,73,74,79373,"gas,steam"
tberray@newex.com,apartment,739,71,73,51238,electric
tbevelacqua@iselectrics.com,house,2200,70,73,32530,
tbilden@doncon.com,house,1794,66,73,78838,electric
tbirkner@zoomit.com,house,1073,,,48442,gas
tblackwood@kan-code.com,house,87,73,73,934,gas
tblunk@warephase.com,apartment,832,75,74,10014,
tborgman@goodsilron.com,apartment,513,78,75,730,gas
tbourbon@ron-tech.com,house,582,69,72,35504,electric
tbrachle@codehow.com,apartment,1070,69,72,88410,"gas,fuel oil"
tbrachle@finhigh.com,house,655,70,75,15133,
tbrachle@plusstrip.com,condominium,1169,76,,65347,electric
tbreland@finjob.com,apartment,1067,64,69,1902,"electric,fuel oil"
tbriddick@golddex.com,condominium,1554,64,,63143,
tbriddick@warephase.com,townhome,506,68,70,85223,gas
tbrideau@fasehatice.com,apartment,937,76,,30423,steam
tbrossart@zathunicon.com,apartment,847,71,,34203,"electric,fuel oil"
tbrucato@betasoloin.com,house,114,64,75,86361,"electric,steam"
tbrucato@singletechno.com,house,1336,,69,2401,fuel oil
tbubash@year-job.com,apartment,478,,,95865,"electric,gas"
tbuvens@green-plus.com,house,1455,69,73,23119,gas
tcaiafa@goodsilron.com,apartment,1256,74,75,19814,electric
tcampain@inity.com,apartment,439,72,71,30823,
tcandlish@dalttechnology.com,house,855,68,70,18938,electric
tcantres@opentech.com,townhome,531,,73,652,fuel oil
tcaudy@conecom.com,townhome,1661,71,75,20711,
tcaudy@finjob.com,apartment,1217,70,71,59807,fuel oil
tcaudy@plexzap.com,mobile home,274,,,95715,gas
tcetta@fasehatice.com,apartment,171,75,73,2822,
tchaffins@konex.com,house,1435,72,73,40481,fuel oil
tchaffins@lexiqvolax.com,apartment,811,71,74,11417,steam
tchaffins@singletechno.com,apartment,401,68,,37186,gas
tchaffins@statholdings.com,apartment,836,73,73,91010,"electric,gas"
tchavous@fasehatice.com,mobile home,395,67,73,1079,electric
tclaucherty@toughzap.com,apartment,1476,76,73,50228,fuel oil
tcloney@openlane.com,house,1967,69,,29351,"electric,gas"
tcomnick@yearin.com,apartment,1291,76,72,24132,electric
tcookey@finhigh.com,apartment,847,73,74,86032,electric
tcork@bioholding.com,apartment,818,75,68,92277,
tcorrington@bioplex.com,townhome,77,78,70,15028,"electric,fuel oil"
tcorrington@y-corporation.com,house,2231,71,75,7832,"electric,gas,fuel oil"
tcoyier@treequote.com,house,621,70,69,95113,gas
tcrupi@xx-holding.com,house,746,75,,31331,
tdegonia@zotware.com,house,1504,75,74,56560,electric
tdelasancha@konex.com,condominium,3435,76,,15489,gas
tdeleo@ontomedia.com,apartment,633,68,72,74761,"electric,steam"
tdeleo@warephase.com,house,1337,72,75,77597,gas
tdevreese@plusstrip.com,house,2501,67,73,70004,"electric,fuel oil"
tdhamer@mathtouch.com,house,1886,75,72,64147,
tdhamer@ron-tech.com,apartment,702,74,75,3224,gas
tdilello@goodsilron.com,apartment,1466,71,76,12961,"electric,gas"
tdinos@mathtouch.com,apartment,492,,,31907,electric
tdinos@sonron.com,mobile home,399,76,69,53182,"electric,gas,fuel oil"
tdopico@konex.com,apartment,1625,69,75,32828,electric
tdorshorst@sunnamplex.com,house,1517,72,74,24594,"electric,gas"
tdrymon@finjob.com,apartment,505,,,56316,fuel oil
tdubaldi@green-plus.com,townhome,1833,,71,27603,"electric,gas"
teanes@plussunin.com,house,1867,73,70,91714,"electric,fuel oil"
tehmann@zathunicon.com,house,756,74,71,75163,"gas,steam,fuel oil"
temard@zotware.com,house,721,74,73,14103,electric
temigh@faxquote.com,apartment,298,64,73,72216,
tengelberg@y-corporation.com,house,1616,69,73,34233,gas
tennaco@dalttechnology.com,house,1389,68,72,84947,electric
teschberger@domzoom.com,house,663,70,73,96038,electric
tfallick@xx-zobam.com,townhome,2064,71,71,29006,"electric,steam,fuel oil"
tfarrar@betasoloin.com,house,1599,69,72,29325,
tfeichtner@goodsilron.com,house,733,75,73,72927,electric
tfelger@bioplex.com,house,637,,68,88047,
tferencz@rantouch.com,house,2062,72,72,30917,electric
tfigeroa@blackzim.com,apartment,108,64,73,39097,"electric,gas"
tfillingim@ron-tech.com,house,1378,71,71,44266,"electric,fuel oil"
tfillingim@yearin.com,townhome,1133,74,,60168,"electric,gas,steam,fuel oil"
tflosi@fasehatice.com,apartment,1058,69,73,23507,
tfoller@zencorporation.com,house,1883,74,70,32231,gas
tfrerking@sumace.com,house,3316,,,48127,
tfritz@year-job.com,apartment,667,74,,68069,"electric,fuel oil"
tgalam@doncon.com,townhome,1477,71,71,37842,electric
tgalam@kinnamplus.com,house,1306,,71,28019,fuel oil
tgehrett@ganjaflex.com,house,1083,76,70,28386,"electric,gas"
tgehrett@nam-zim.com,house,2034,69,72,62924,
tgehrett@openlane.com,mobile home,306,76,,62817,electric
tgellinger@blackzim.com,apartment,1592,73,72,80819,"electric,gas"
tgesick@green-plus.com,apartment,1705,,72,80918,"electric,gas,fuel oil"
tgesick@plusstrip.com,house,749,74,71,21748,"gas,fuel oil"
tgillaspie@funholding.com,apartment,99,77,,24852,"gas,steam"
tgillian@statholdings.com,condominium,529,75,72,22968,"electric,gas"
tglick@opentech.com,house,2757,73,73,81001,"electric,fuel oil"
tgobern@hottechi.com,apartment,842,73,70,12962,"electric,gas,fuel oil"
tgochal@gogozoom.com,townhome,597,76,73,82711,
tgotter@y-corporation.com,apartment,730,,72,92615,"electric,gas"
tgwalthney@mathtouch.com,mobile home,428,72,,32940,
thalsey@konmatfix.com,house,134,76,,74646,"gas,steam"
thalsey@y-corporation.com,apartment,624,74,72,76836,
tharnos@fasehatice.com,house,1430,73,,93226,gas
tharnos@statholdings.com,house,1611,70,72,50059,electric
tharnos@xx-holding.com,apartment,539,75,74,66716,electric
tharoldson@groovestreet.com,house,1177,75,75,95304,gas
thiatt@dalttechnology.com,house,1348,67,74,87712,electric
thirpara@finhigh.com,mobile home,194,72,74,12451,gas
thixenbaugh@plexzap.com,house,2592,76,74,31039,
thoa@faxquote.com,apartment,738,67,,58620,gas
thoffis@nam-zim.com,apartment,579,,,37917,electric
thoffis@ontomedia.com,townhome,844,68,71,47220,gas
thollack@newex.com,house,1146,73,69,74728,gas
thoopengardner@silis.com,mobile home,405,71,68,6777,electric
thoopengardner@zumgoity.com,townhome,1201,76,74,78730,"electric,gas"
thudnall@finhigh.com,apartment,867,71,74,44841,
thudnall@kan-code.com,apartment,950,,72,75782,"gas,steam"
thudnall@konex.com,apartment,996,73,74,96105,gas
thusser@condax.com,house,2020,76,73,53507,fuel oil
tinouye@mathtouch.com,house,892,73,,54206,"gas,fuel oil"
tjillson@kinnamplus.com,house,1603,68,74,80237,"electric,gas"
tjulia@plexzap.com,house,572,72,72,73624,"electric,gas"
tjulia@y-corporation.com,house,841,,72,36601,electric
tjuvera@newex.com,townhome,1127,76,73,41129,electric
tkarpin@finhigh.com,townhome,1159,76,73,65808,electric
tkarpin@konex.com,apartment,947,72,,51246,
tketelsen@goodsilron.com,apartment,391,74,74,79707,
tkiel@treequote.com,condominium,783,66,76,11740,electric
tkitty@betatech.com,apartment,1209,73,68,20042,"electric,gas"
tklusman@condax.com,house,985,78,72,33124,gas
tklusman@green-plus.com,apartment,78,72,72,16633,gas
tknipp@green-plus.com,house,2317,70,69,67029,electric
tkorando@inity.com,house,1165,70,,99761,
tkusko@xx-holding.com,house,665,72,,16865,electric
tlabreche@blackzim.com,condominium,1054,75,69,7649,"gas,fuel oil"
tlabreche@rantouch.com,mobile home,92,76,69,45734,"electric,gas"
tlabreche@warephase.com,house,920,77,,92369,
tlace@groovestreet.com,condominium,1541,76,71,44681,"electric,gas"
tlacovara@sumace.com,house,2050,75,72,78880,steam
tlatzke@zoomit.com,house,710,,72,64468,"electric,gas,fuel oil"
tlawler@funholding.com,house,752,72,74,80241,"electric,fuel oil"
tlinahan@kan-code.com,house,940,77,,93779,gas
tlinahan@plusstrip.com,townhome,673,68,,7803,electric
tlinahan@sumace.com,house,1615,78,,28236,electric
tlipke@treequote.com,apartment,1298,76,74,83525,
tlipkin@bioholding.com,house,125,73,72,77221,electric
tlukasik@cancity.com,house,2520,73,73,7059,electric
tlukasik@finhigh.com,apartment,422,76,71,79550,gas
tlungren@donquadtech.com,house,2325,69,72,88424,electric
tlungren@sunnamplex.com,apartment,626,75,73,65734,gas
tmaclead@openlane.com,apartment,1151,75,,72384,fuel oil
tmaile@zotware.com,house,3553,74,69,46680,gas
tmaillard@bioholding.com,townhome,1089,71,,6778,"electric,gas"
tmaisto@konex.com,apartment,449,,,4750,electric
tmaisto@zathunicon.com,house,1182,65,76,43260,
tmastella@zotware.com,mobile home,205,75,74,20758,"electric,gas,fuel oil"
tmccullan@zotware.com,apartment,402,68,72,96118,gas
tmcnease@finjob.com,condominium,894,75,74,59759,electric
tmcrae@isdom.com,house,1197,,73,49934,electric
tmeisel@faxquote.com,condominium,1232,65,71,47672,electric
tmelnyk@newex.com,townhome,601,72,,16745,"electric,steam"
tmenter@dalttechnology.com,house,2350,69,,24549,gas
tmodzelewski@treequote.com,mobile home,311,75,72,7027,gas
tmonarrez@bioplex.com,house,1176,73,74,64053,"electric,gas,steam"
tmonarrez@codehow.com,apartment,759,74,,79368,electric
tmondella@zathunicon.com,townhome,616,74,,25265,"electric,gas,fuel oil"
tmotley@groovestreet.com,apartment,1223,71,69,88133,electric
tmugnolo@plusstrip.com,house,1272,74,72,49930,
tmunis@betatech.com,house,1801,78,,50073,
tmunis@faxquote.com,apartment,1364,74,72,2045,electric
tnachor@domzoom.com,apartment,590,77,74,14887,"electric,gas"
tnachor@finjob.com,apartment,1062,69,69,71455,electric
tnachor@year-job.com,townhome,1038,72,73,6028,electric
tnayar@statholdings.com,house,779,74,,84153,electric
tneither@nam-zim.com,apartment,463,77,,40921,electric
tnicolozakes@kinnamplus.com,townhome,551,77,70,98154,steam
tnievas@zoomit.com,house,1449,72,74,99606,gas
tohms@statholdings.com,house,611,,73,55982,electric
toldroyd@rantouch.com,house,3932,67,,3773,"electric,gas"
toldroyd@zotware.com,house,1241,,73,51645,electric
toles@domzoom.com,apartment,462,77,70,77255,steam
tonofrio@rangreen.com,townhome,1388,71,74,98354,gas
